100000
(61, 47)
(35, 33)
(61, 31)
(29, 38)
(98, 12)
(39, 12)
(79, 17)
(63, 43)
(48, 37)
(3, 12)
(97, 25)
(73, 18)
(40, 10)
(83, 41)
(72, 3)
(1, 34)
(2, 35)
(17, 12)
(68, 47)
(50, 17)
(61, 38)
(79, 39)
(56, 41)
(33, 6)
(79, 37)
(17, 26)
(12, 42)
(95, 1)
(1, 27)
(93, 24)
(82, 44)
(8, 33)
(80, 26)
(44, 49)
(72, 45)
(16, 32)
(85, 46)
(23, 40)
(86, 5)
(47, 17)
(94, 14)
(44, 5)
(57, 38)
(7, 7)
(66, 1)
(33, 47)
(96, 40)
(81, 28)
(15, 27)
(26, 38)
(21, 43)
(22, 7)
(38, 46)
(49, 26)
(50, 45)
(92, 45)
(10, 35)
(51, 16)
(24, 7)
(75, 39)
(60, 7)
(88, 5)
(46, 20)
(34, 12)
(96, 10)
(1, 19)
(4, 22)
(77, 42)
(17, 25)
(69, 19)
(20, 12)
(13, 31)
(46, 14)
(47, 19)
(72, 21)
(9, 33)
(27, 46)
(90, 24)
(68, 23)
(87, 13)
(34, 37)
(83, 38)
(61, 10)
(31, 29)
(84, 49)
(99, 5)
(10, 14)
(36, 7)
(27, 32)
(27, 50)
(54, 35)
(85, 32)
(83, 24)
(7, 50)
(96, 43)
(64, 30)
(31, 47)
(19, 43)
(58, 49)
(72, 41)
(99, 22)
(96, 8)
(85, 31)
(66, 13)
(64, 42)
(13, 19)
(78, 49)
(100, 10)
(22, 6)
(61, 19)
(50, 25)
(50, 32)
(71, 18)
(75, 28)
(16, 48)
(20, 14)
(19, 17)
(73, 6)
(49, 40)
(18, 12)
(81, 32)
(32, 11)
(30, 31)
(70, 3)
(88, 31)
(72, 37)
(7, 21)
(21, 29)
(89, 47)
(8, 6)
(44, 27)
(22, 14)
(94, 44)
(21, 44)
(36, 39)
(6, 16)
(20, 37)
(26, 2)
(20, 48)
(4, 7)
(30, 25)
(96, 36)
(48, 16)
(64, 36)
(14, 21)
(91, 9)
(49, 14)
(74, 44)
(58, 45)
(88, 45)
(33, 45)
(60, 4)
(33, 38)
(57, 2)
(37, 11)
(11, 16)
(87, 6)
(53, 34)
(73, 18)
(21, 36)
(90, 14)
(94, 38)
(27, 17)
(32, 36)
(13, 21)
(80, 45)
(15, 42)
(1, 47)
(81, 7)
(99, 17)
(69, 9)
(34, 6)
(66, 36)
(41, 40)
(5, 12)
(27, 44)
(25, 22)
(83, 3)
(90, 16)
(39, 3)
(36, 18)
(47, 50)
(61, 49)
(97, 41)
(56, 47)
(57, 24)
(7, 42)
(31, 24)
(79, 22)
(13, 33)
(33, 41)
(28, 9)
(62, 11)
(11, 1)
(76, 1)
(53, 12)
(71, 2)
(13, 31)
(50, 11)
(72, 7)
(7, 30)
(33, 15)
(74, 13)
(40, 2)
(86, 4)
(35, 20)
(94, 14)
(78, 5)
(24, 41)
(58, 50)
(41, 10)
(63, 11)
(13, 25)
(94, 15)
(88, 17)
(71, 46)
(96, 5)
(11, 19)
(70, 50)
(73, 5)
(6, 9)
(77, 49)
(72, 4)
(6, 46)
(94, 13)
(47, 37)
(24, 9)
(49, 37)
(35, 42)
(3, 22)
(58, 25)
(68, 6)
(80, 30)
(26, 1)
(31, 48)
(7, 36)
(56, 33)
(87, 30)
(37, 42)
(75, 32)
(6, 23)
(20, 31)
(81, 19)
(69, 17)
(62, 21)
(41, 20)
(96, 10)
(77, 27)
(89, 2)
(27, 21)
(52, 33)
(59, 9)
(16, 45)
(38, 4)
(88, 14)
(37, 45)
(36, 7)
(77, 18)
(77, 46)
(87, 38)
(68, 27)
(57, 13)
(86, 35)
(41, 26)
(39, 17)
(48, 42)
(52, 6)
(100, 19)
(2, 40)
(22, 41)
(5, 8)
(85, 41)
(66, 12)
(60, 42)
(59, 46)
(80, 26)
(24, 38)
(41, 9)
(73, 31)
(86, 13)
(100, 34)
(4, 1)
(91, 5)
(69, 43)
(44, 42)
(33, 1)
(51, 20)
(93, 17)
(83, 2)
(10, 41)
(50, 39)
(18, 23)
(29, 8)
(82, 3)
(91, 19)
(15, 40)
(52, 18)
(92, 43)
(72, 10)
(87, 18)
(53, 21)
(68, 3)
(40, 10)
(71, 22)
(63, 31)
(14, 12)
(21, 32)
(85, 49)
(41, 18)
(1, 31)
(36, 15)
(20, 40)
(84, 11)
(34, 8)
(22, 20)
(75, 24)
(90, 44)
(29, 32)
(53, 1)
(3, 17)
(83, 19)
(79, 4)
(100, 13)
(4, 40)
(80, 5)
(71, 17)
(71, 42)
(6, 7)
(53, 39)
(14, 26)
(10, 38)
(52, 50)
(33, 32)
(81, 37)
(82, 35)
(3, 15)
(3, 31)
(68, 4)
(95, 21)
(46, 26)
(27, 18)
(93, 50)
(9, 50)
