1000
(86, 37)
(40, 9)
(24, 38)
(100, 46)
(2, 34)
(3, 34)
(62, 46)
(36, 3)
(95, 25)
(61, 39)
(37, 18)
(6, 11)
(13, 45)
(26, 26)
(46, 27)
(25, 33)
(65, 14)
(93, 39)
(51, 44)
(34, 4)
(28, 38)
(87, 41)
(33, 22)
(94, 27)
(98, 6)
(67, 34)
(73, 23)
(95, 38)
(19, 20)
(63, 16)
(49, 39)
(98, 13)
(54, 42)
(53, 7)
(85, 36)
(60, 14)
(26, 47)
(5, 8)
(20, 50)
(37, 18)
(55, 3)
(51, 29)
(75, 47)
(16, 45)
(69, 30)
(60, 19)
(68, 9)
(81, 24)
(50, 36)
(30, 35)
(71, 39)
(98, 46)
(87, 4)
(6, 7)
(3, 42)
(76, 9)
(44, 28)
(88, 21)
(75, 3)
(15, 45)
(85, 25)
(63, 4)
(83, 43)
(77, 35)
(28, 6)
(19, 1)
(47, 18)
(98, 33)
(74, 5)
(91, 26)
(96, 16)
(85, 42)
(44, 24)
(62, 20)
(26, 28)
(64, 10)
(2, 26)
(66, 37)
(20, 42)
(21, 50)
(100, 41)
(50, 46)
(10, 49)
(78, 33)
(54, 19)
(11, 1)
(86, 47)
(92, 29)
(70, 5)
(98, 47)
(33, 11)
(9, 36)
(38, 24)
(22, 8)
(15, 44)
(57, 14)
(36, 8)
(59, 46)
(8, 39)
(80, 13)
(9, 40)
(14, 44)
(88, 5)
(75, 7)
(10, 24)
(4, 42)
(37, 14)
(27, 24)
(37, 1)
(31, 1)
(46, 39)
(17, 32)
(96, 27)
(27, 6)
(67, 6)
(68, 25)
(48, 31)
(21, 35)
(38, 45)
(44, 47)
(18, 49)
(40, 4)
(62, 18)
(80, 48)
(70, 12)
(100, 16)
(1, 18)
(97, 48)
(95, 25)
(3, 13)
(32, 21)
(88, 31)
(3, 8)
(66, 40)
(54, 9)
(38, 23)
(7, 29)
(29, 20)
(47, 8)
(17, 18)
(69, 18)
(83, 21)
(36, 31)
(69, 32)
(57, 23)
(94, 39)
(45, 33)
(19, 48)
(40, 36)
(39, 45)
(96, 27)
(68, 4)
(57, 46)
(73, 5)
(55, 41)
(23, 23)
(9, 7)
(96, 46)
(88, 14)
(77, 46)
(38, 22)
(84, 33)
(55, 5)
(82, 46)
(42, 20)
(91, 40)
(48, 10)
(43, 5)
(57, 18)
(59, 11)
(60, 33)
(85, 20)
(90, 30)
(15, 29)
(95, 43)
(24, 33)
(65, 10)
(67, 21)
(66, 48)
(16, 7)
(19, 6)
(48, 17)
(67, 43)
(23, 23)
(10, 31)
(33, 21)
(66, 20)
(41, 5)
(1, 7)
(83, 46)
(2, 8)
(80, 18)
(17, 46)
(88, 32)
(45, 3)
(41, 13)
(61, 38)
(29, 27)
(30, 1)
(2, 41)
(84, 36)
(12, 1)
(55, 4)
(55, 6)
(10, 39)
(3, 13)
(46, 32)
(80, 15)
(79, 17)
(96, 23)
(22, 38)
(85, 32)
(76, 16)
(60, 7)
(68, 11)
(48, 3)
(47, 11)
(3, 3)
(14, 7)
(60, 25)
(97, 12)
(38, 45)
(95, 17)
(9, 25)
(36, 6)
(47, 7)
(44, 34)
(90, 21)
(49, 49)
(79, 18)
(62, 26)
(71, 10)
(36, 23)
(12, 1)
(82, 24)
(76, 30)
(37, 13)
(24, 32)
(81, 34)
(8, 16)
(40, 7)
(72, 35)
(90, 13)
(57, 40)
(14, 35)
(57, 25)
(13, 29)
(86, 50)
(4, 49)
(1, 37)
(72, 28)
(66, 9)
(40, 42)
(92, 22)
(25, 49)
(88, 16)
(5, 11)
(2, 46)
(24, 8)
(87, 37)
(45, 44)
(63, 7)
(74, 48)
(8, 27)
(96, 8)
(13, 20)
(35, 31)
(28, 26)
(72, 21)
(98, 48)
(21, 37)
(64, 26)
(99, 15)
(23, 24)
(75, 10)
(62, 21)
(5, 24)
(79, 28)
(23, 36)
(7, 21)
(94, 21)
(90, 30)
(1, 19)
(6, 24)
(39, 5)
(72, 11)
(43, 35)
(36, 41)
(51, 11)
(15, 27)
(20, 28)
(47, 26)
(52, 25)
(5, 26)
